,actors,awards,box_office,country,director,dvd,genre,imdb_id,imdb_rating,imdb_votes,language,metascore,plot,poster,production,rated,ratings,released,response,runtime,title,total_seasons,type,website,writer,year
240,"Michelle Williams, Seth Rogen, Luke Kirby, Sarah Silverman",3 wins & 19 nominations.,N/A,"Canada, Spain, Japan",Sarah Polley,N/A,"Comedy, Drama",tt1592281,6.5,"27,129",English,68,A happily married woman falls for the artist who lives across the street.,https://m.media-amazon.com/images/M/MV5BMjIzOTc1NTExNV5BMl5BanBnXkFtZTcwOTg5MTY2Nw@@._V1_SX300.jpg,Harold Greenberg Fund,R,"[{'source': 'Internet Movie Database', 'value': '6.5/10'}, {'source': 'Rotten Tomatoes', 'value': '79%'}, {'source': 'Metacritic', 'value': '68/100'}]",06 Jul 2012,True,116 min,Take This Waltz,,movie,N/A,Sarah Polley,2011
241,"Don Cheadle, Chiwetel Ejiofor, Bruce McFee, Mike Epps",9 wins & 13 nominations.,N/A,USA,Kasi Lemmons,N/A,"Biography, Drama, History, Music, War",tt0796368,7.3,"9,388",English,69,"The story of Washington D.C. radio personality Ralph ""Petey"" Greene, an ex-con who became a popular talk show host and community activist in the 1960s.",https://m.media-amazon.com/images/M/MV5BMzgyMTMxNjg4OF5BMl5BanBnXkFtZTYwMDkwNDc3._V1_SX300.jpg,"Sidney Kimmel Entertainment, Pelagius Films, Mark Gordon Productions",R,"[{'source': 'Internet Movie Database', 'value': '7.3/10'}, {'source': 'Rotten Tomatoes', 'value': '82%'}, {'source': 'Metacritic', 'value': '69/100'}]",03 Aug 2007,True,118 min,Talk to Me,,movie,N/A,"Michael Genet (screenplay), Rick Famuyiwa (screenplay), Michael Genet (story)",2007
242,"Katherine Beck, John Hasler, Simon Kennedy, Nigel Pilkington",N/A,,"Australia, Ireland, Mexico",N/A,,"Animation, Comedy, Fantasy",tt2364322,5.2,25,English,N/A,"Three best friends, Jeremiah, Trafalgar, and Fury, who are all relatives of iconic fairy-tale characters, all live through a tough life as teenagers and are determined to be themselves, ...",https://m.media-amazon.com/images/M/MV5BMTg3MDcwNTU1M15BMl5BanBnXkFtZTcwNTM0OTQ4OA@@._V1_SX300.jpg,,TV-Y7,"[{'source': 'Internet Movie Database', 'value': '5.2/10'}]",N/A,True,N/A,Teenage Fairytale Dropouts,1,series,,"Martinez Vara Adolfo, Jose C. Garcia de Letona",2013–
243,"Jason Lewis, Carly Pope, Eric McCormack, Liam Card",N/A,N/A,Canada,Warren P. Sonoda,N/A,"Comedy, Romance",tt1573483,3.9,823,English,N/A,"Two people attempt to get into a relationship, while exiting the multiple relationships they were each managing through their Blackberries before they met.",https://m.media-amazon.com/images/M/MV5BMTg3ODA3MDI5Nl5BMl5BanBnXkFtZTcwODAwMzQyNQ@@._V1_SX300.jpg,Strident Films,R,"[{'source': 'Internet Movie Database', 'value': '3.9/10'}, {'source': 'Rotten Tomatoes', 'value': '16%'}]",23 Aug 2011,True,95 min,Textuality,,movie,N/A,"Liam Card, Marguerite Pigott (story editor)",2011
244,"Bette Midler, Dennis Farina, Paula Marshall, Gail O'Grady",2 nominations.,N/A,USA,Carl Reiner,N/A,"Comedy, Romance",tt0120318,6.2,"3,457",English,N/A,A bride's divorced parents find their old feelings for each other during the wedding reception and over the course of the next few days upsetting the newlywed's honeymoon.,https://m.media-amazon.com/images/M/MV5BNGUyY2NlOGItZDRjOC00NGI3LWE1NzUtYWNmMGFhNDc5OGU4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,N/A,PG-13,"[{'source': 'Internet Movie Database', 'value': '6.2/10'}, {'source': 'Rotten Tomatoes', 'value': '43%'}]",04 Apr 1997,True,105 min,That Old Feeling,,movie,N/A,Leslie Dixon,1997
245,"Alec Baldwin, Cody McMains, Russell Means, Peter Fonda",2 nominations.,N/A,"UK, USA",Britt Allcroft,N/A,"Adventure, Comedy, Drama, Family, Fantasy",tt0205461,4.1,"3,619",English,19,"Thomas the Tank Engine's feature film debut follows Thomas and Mr. Conductor (Alec Baldwin) as they cross between the real world and the fictional Island of Sodor, in an attempt to recover lost gold dust.",https://m.media-amazon.com/images/M/MV5BMzc1NTY0ZDgtZDkxNS00YTRlLTgyODktMGM4ZmFlMTQ5MGRkXkEyXkFqcGdeQXVyNjQyNjg3Nzk@._V1_SX300.jpg,"Gullane Pictures, Destination Films, Isle of Man Film",G,"[{'source': 'Internet Movie Database', 'value': '4.1/10'}, {'source': 'Rotten Tomatoes', 'value': '21%'}, {'source': 'Metacritic', 'value': '19/100'}]",26 Jul 2000,True,85 min,Thomas and the Magic Railroad,,movie,N/A,"Britt Allcroft, Wilbert Awdry (based on the railway series by), Britt Allcroft (""Shining Time Station"" created by), Rick Siggelkow (""Shining Time Station"" created by)",2000
246,"Tom Selleck, Steve Guttenberg, Ted Danson, Nancy Travis",2 wins & 1 nomination.,N/A,"USA, France",Leonard Nimoy,N/A,"Comedy, Drama, Family",tt0094137,6.0,"47,136",English,61,Three bachelors find themselves forced to take care of a baby left by one of the guys' girlfriends.,https://m.media-amazon.com/images/M/MV5BYzI5N2ZjZDMtYzZjMi00YTYxLThiN2MtZDBkZGJiMzMxZmU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Touchstone Pictures,PG,"[{'source': 'Internet Movie Database', 'value': '6.0/10'}, {'source': 'Rotten Tomatoes', 'value': '75%'}, {'source': 'Metacritic', 'value': '61/100'}]",25 Nov 1987,True,102 min,Three Men and a Baby,,movie,N/A,"Coline Serreau (screenplay ""Trois Hommes et un Couffin""), James Orr (screenplay), Jim Cruickshank (screenplay)",1987
247,"Matthew Perry, Neve Campbell, Dylan McDermott, Oliver Platt",N/A,N/A,"Australia, USA",Damon Santostefano,N/A,"Comedy, Romance",tt0144640,6.0,"18,188",English,36,"A rich businessman's assumption that his new colleague is gay leads him to ask the man to keep an eye on his mistress. However, the man is not gay, and begins to fall for the woman himself.",https://m.media-amazon.com/images/M/MV5BYmE2NGUwYjEtNGMzZS00YzlkLThmYTgtZWMxZTVkOTY4ZTRmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Hoyts Film Partnership, Warner Brothers, Outlaw Productions, Village Roadshow Prod.",PG-13,"[{'source': 'Internet Movie Database', 'value': '6.0/10'}, {'source': 'Rotten Tomatoes', 'value': '28%'}, {'source': 'Metacritic', 'value': '36/100'}]",22 Oct 1999,True,98 min,Three to Tango,,movie,N/A,"Rodney Patrick Vaccaro (story), Rodney Patrick Vaccaro (screenplay), Aline Brosh McKenna (screenplay)",1999
248,"Michelle Nolden, Alex Ferris, Arliss Howard, Eric Bana",1 win & 5 nominations.,N/A,USA,Robert Schwentke,N/A,"Drama, Fantasy, Romance, Sci-Fi",tt0452694,7.1,"139,328",English,47,"A Chicago librarian has a gene that causes him to involuntarily time travel, creating complications in his marriage.",https://m.media-amazon.com/images/M/MV5BZWNlN2RmZDktNzllNC00NDVlLTllMzgtZGQ1YmRmZThmZjZmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,"Plan B Entertainment, Nick Wechsler",PG-13,"[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '38%'}, {'source': 'Metacritic', 'value': '47/100'}]",14 Aug 2009,True,107 min,The Time Traveler's Wife,,movie,N/A,"Bruce Joel Rubin (screenplay), Audrey Niffenegger (novel)",2009
249,"Chris Farley, David Spade, Brian Dennehy, Bo Derek",1 win & 2 nominations.,N/A,USA,Peter Segal,N/A,"Adventure, Comedy",tt0114694,7.1,"75,264",English,46,"After his auto-parts tycoon father dies, the overweight, underachieving son teams up with a snide accountant to try and save the family business.",https://m.media-amazon.com/images/M/MV5BNTMwZGU3MGUtZWE0Ni00YzExLWIyY2MtMmNmMDlmYTdmNzFkXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '42%'}, {'source': 'Metacritic', 'value': '46/100'}]",31 Mar 1995,True,97 min,Tommy Boy,,movie,N/A,"Bonnie Turner, Terry Turner",1995
250,"Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone, Ronny Cox",Nominated for 2 Oscars. Another 7 wins & 14 nominations.,N/A,"USA, Mexico",Paul Verhoeven,N/A,"Action, Sci-Fi, Thriller",tt0100802,7.5,"298,387",English,57,"When a man goes for virtual vacation memories of the planet Mars, an unexpected and harrowing series of events forces him to go to the planet for real - or is he?",https://m.media-amazon.com/images/M/MV5BYzU1YmJjMGEtMjY4Yy00MTFlLWE3NTUtNzI3YjkwZTMxZjZmXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,"TriStar Pictures, Carolco Pictures Inc.",R,"[{'source': 'Internet Movie Database', 'value': '7.5/10'}, {'source': 'Rotten Tomatoes', 'value': '82%'}, {'source': 'Metacritic', 'value': '57/100'}]",01 Jun 1990,True,113 min,Total Recall,,movie,N/A,"Philip K. Dick (short story ""We Can Remember It For You Wholesale""), Ronald Shusett (screen story), Dan O'Bannon (screen story), Jon Povill (screen story), Ronald Shusett (screenplay), Dan O'Bannon (screenplay), Gary Goldman (screenplay)",1990
251,"Don Cheadle, Guy Pearce, Saïd Taghmaoui, Neal McDonough",5 nominations.,N/A,USA,Jeffrey Nachmanoff,N/A,"Action, Crime, Drama, Thriller",tt0988047,7.0,"55,274","English, Arabic",61,"When straight arrow FBI agent Roy Clayton heads up the investigation into a dangerous international conspiracy, all clues seem to lead back to former U.S. Special Operations officer, Samir Horn.",https://m.media-amazon.com/images/M/MV5BMTg3MzI3NDY5Nl5BMl5BanBnXkFtZTcwMzI0NDY3MQ@@._V1_SX300.jpg,"Mandeville Films, Crescendo, Hyde Park Entertainment",PG-13,"[{'source': 'Internet Movie Database', 'value': '7.0/10'}, {'source': 'Rotten Tomatoes', 'value': '65%'}, {'source': 'Metacritic', 'value': '61/100'}]",27 Aug 2008,True,114 min,Traitor,,movie,N/A,"Jeffrey Nachmanoff (screenplay), Steve Martin (story), Jeffrey Nachmanoff (story)",2008
252,"Nicolas Cage, Richard B. Shull, Jon Lovitz, Dana Carvey",N/A,N/A,USA,George Gallo,N/A,"Adventure, Comedy, Crime, Romance",tt0111477,6.0,"12,109",English,N/A,Residents of a friendly Pennsylvania town foil three brothers' plan to rob a bank on Christmas Eve.,https://m.media-amazon.com/images/M/MV5BYjc0YzllMzktMDYyNS00YWRlLWJiOTYtODExYTkzZTI3YTBhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'source': 'Internet Movie Database', 'value': '6.0/10'}, {'source': 'Rotten Tomatoes', 'value': '10%'}]",02 Dec 1994,True,111 min,Trapped in Paradise,,movie,N/A,George Gallo,1994
253,"David Hewlett, Aaron Ashmore, Clé Bennett, Kevin Duhaney",4 wins & 5 nominations.,N/A,Canada,William Phillips,N/A,"Drama, Thriller",tt0293664,7.5,"1,356",English,N/A,"An advertising executive, trapped in a tree by a gang of would-be muggers, manipulates them into fighting to save his life.",https://m.media-amazon.com/images/M/MV5BMjE3Njg5OTM4OF5BMl5BanBnXkFtZTcwNjMwNTEzMQ@@._V1_SX300.jpg,Odeon Films,R,"[{'source': 'Internet Movie Database', 'value': '7.5/10'}, {'source': 'Rotten Tomatoes', 'value': '81%'}]",30 Nov 2001,True,90 min,Treed Murray,,movie,N/A,William Phillips,2001
254,"Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold, Bill Paxton",Nominated for 1 Oscar. Another 8 wins & 22 nominations.,N/A,USA,James Cameron,N/A,"Action, Comedy, Thriller",tt0111503,7.2,"234,038","English, French, Arabic, German",63,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United States.",https://m.media-amazon.com/images/M/MV5BYzg5YmUyNGMtMThiNS00MjA2LTgwZDctNDlhM2RkZDNmZmRkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"Lightstorm Entertainment, 20th Century Fox",R,"[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '71%'}, {'source': 'Metacritic', 'value': '63/100'}]",15 Jul 1994,True,141 min,True Lies,,movie,N/A,"Claude Zidi (screenplay ""La Totale!""), Simon Michaël (screenplay ""La Totale!""), Didier Kaminka (screenplay ""La Totale!""), James Cameron (screenplay)",1994
255,"Pras Michel, Ja Rule, Jason Statham, Vondie Curtis-Hall",1 nomination.,N/A,USA,Robert Adetuyi,N/A,"Crime, Drama, Action, Music",tt0216772,4.2,"1,120",English,18,"Trying to bootstrap his way out of Brooklyn's mean streets is Diamond, a rap musician. With his long-time pal Gage acting as his manager, he's trying to lay down a demo tape with cut-rate ...",https://m.media-amazon.com/images/M/MV5BMTYyMzI3NTMzNl5BMl5BanBnXkFtZTcwMTg0MjkxMQ@@._V1_SX300.jpg,"New Line Cinema, Paris Brothers, Mad Guy Films",R,"[{'source': 'Internet Movie Database', 'value': '4.2/10'}, {'source': 'Rotten Tomatoes', 'value': '8%'}, {'source': 'Metacritic', 'value': '18/100'}]",06 Sep 2000,True,86 min,Turn It Up,,movie,N/A,"Ray 'Cory' Daniels (story), Chris Hudson (story), Kelly Hilaire (story), Robert Adetuyi (screenplay)",2000
256,"Jackie Chan, Jennifer Love Hewitt, Jason Isaacs, Debi Mazar",2 wins & 1 nomination.,N/A,USA,Kevin Donovan,N/A,"Action, Comedy, Sci-Fi",tt0290095,5.4,"78,531","English, Cantonese",30,A hapless chauffeur must take a comatose Secret Agent's place using his special gadget-laden tuxedo.,https://m.media-amazon.com/images/M/MV5BMjEyNTI0NjM5M15BMl5BanBnXkFtZTYwMjQ0NTE3._V1_SX300.jpg,"DreamWorks SKG, Vanguard Films Production, Blue Train Productions",PG-13,"[{'source': 'Internet Movie Database', 'value': '5.4/10'}, {'source': 'Rotten Tomatoes', 'value': '21%'}, {'source': 'Metacritic', 'value': '30/100'}]",27 Sep 2002,True,98 min,The Tuxedo,,movie,N/A,"Phil Hay (story), Matt Manfredi (story), Michael J. Wilson (story), Michael J. Wilson (screenplay), Michael Leeson (screenplay)",2002
257,"Helen Hunt, Bill Paxton, Cary Elwes, Jami Gertz",Nominated for 2 Oscars. Another 11 wins & 15 nominations.,N/A,USA,Jan de Bont,N/A,"Action, Adventure, Thriller",tt0117998,6.4,"175,262",English,68,"Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.",https://m.media-amazon.com/images/M/MV5BODExYTM0MzEtZGY2Yy00N2ExLTkwZjItNGYzYTRmMWZlOGEzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"Constant c Productions, Universal Pictures, Amblin Entertainment, Warner Brothers",PG-13,"[{'source': 'Internet Movie Database', 'value': '6.4/10'}, {'source': 'Rotten Tomatoes', 'value': '58%'}, {'source': 'Metacritic', 'value': '68/100'}]",10 May 1996,True,113 min,Twister,,movie,N/A,"Michael Crichton, Anne-Marie Martin",1996
258,"Eddie Griffin, Chris Kattan, Denise Richards, Aunjanue Ellis",1 win & 7 nominations.,N/A,USA,Malcolm D. Lee,N/A,"Action, Comedy",tt0279493,5.8,"33,203",English,69,"When ""The Man"" tries to derail a black candidate's presidential campaign, Undercover Brother and his fellow secret agents come to the rescue.",https://m.media-amazon.com/images/M/MV5BMTBjODAzZDItZGY5My00YWMyLWE5NDItZGUyNTI2MWZkYTUyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Imagine Entertainment, Urban Media, Universal Pictures",PG-13,"[{'source': 'Internet Movie Database', 'value': '5.8/10'}, {'source': 'Rotten Tomatoes', 'value': '77%'}, {'source': 'Metacritic', 'value': '69/100'}]",31 May 2002,True,86 min,Undercover Brother,,movie,N/A,"John Ridley (internet series), John Ridley (story), John Ridley (screenplay), Michael McCullers (screenplay)",2002
259,"Jared Leto, Alicia Witt, Rebecca Gayheart, Michael Rosenbaum",1 win & 2 nominations.,N/A,"USA, Canada",Jamie Blanks,N/A,"Horror, Mystery, Thriller",tt0146336,5.6,"59,591",English,35,A college student suspects a series of bizarre deaths are connected to certain urban legends.,https://m.media-amazon.com/images/M/MV5BYWRlNDRiNWMtMjU4Yy00NDc5LWI1YTUtODNmN2ViOTMzN2EwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Phoenix Pictures, Original Film",R,"[{'source': 'Internet Movie Database', 'value': '5.6/10'}, {'source': 'Rotten Tomatoes', 'value': '21%'}, {'source': 'Metacritic', 'value': '35/100'}]",25 Sep 1998,True,99 min,Urban Legend,,movie,N/A,Silvio Horta,1998
260,"Danny Dyer, Vincent Regan, Roxanne McKee, Alistair Petrie",N/A,N/A,UK,Stephen Reynolds,N/A,"Action, Thriller",tt2572632,5.8,"3,470",English,N/A,"Special ops interrogation officer Jimmy Vickers tracks down a gang who slaughtered his parents. With police closing in & his old unit on his trail, he has to to evade capture long enough to complete his gruesome crusade.",https://m.media-amazon.com/images/M/MV5BMjEwNzEzMTYxMl5BMl5BanBnXkFtZTcwMzc4ODIwOQ@@._V1_SX300.jpg,N/A,Not Rated,"[{'source': 'Internet Movie Database', 'value': '5.8/10'}, {'source': 'Rotten Tomatoes', 'value': '17%'}]",23 Dec 2013,True,106 min,Vendetta,,movie,N/A,Stephen Reynolds,2013
261,"James Woods, Sonja Smits, Debbie Harry, Peter Dvorsky",3 wins & 7 nominations.,N/A,Canada,David Cronenberg,N/A,"Horror, Sci-Fi, Thriller",tt0086541,7.2,"82,398",English,60,A programmer at a TV station that specializes in adult entertainment searches for the producers of a dangerous and bizarre broadcast.,https://m.media-amazon.com/images/M/MV5BNzdlNDk0YTMtNWJjOS00NzhlLThiOTAtZDUyOWNkNDQ2NmU3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Universal Pictures,R,"[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '80%'}, {'source': 'Metacritic', 'value': '60/100'}]",04 Feb 1983,True,87 min,Videodrome,,movie,N/A,David Cronenberg,1983
262,"James Woods, Kathleen Turner, Kirsten Dunst, Josh Hartnett",3 wins & 14 nominations.,N/A,"USA, Canada",Sofia Coppola,N/A,"Drama, Romance",tt0159097,7.2,"142,791",English,76,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents in suburban Detroit in the mid 1970s.",https://m.media-amazon.com/images/M/MV5BNTMyMjI3MmItODIzNS00OWNiLWE5NTQtYmNhNGNlOTYyYWExXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"American Zoetrope, Muse Productions, Eternity Productions",R,"[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '77%'}, {'source': 'Metacritic', 'value': '76/100'}]",19 May 2000,True,97 min,The Virgin Suicides,,movie,N/A,"Jeffrey Eugenides (novel), Sofia Coppola",1999
263,"Rachel McAdams, Channing Tatum, Jessica Lange, Sam Neill",3 wins & 14 nominations.,N/A,"USA, Canada",Michael Sucsy,N/A,"Drama, Romance",tt1606389,6.8,"182,493",English,43,"A car accident puts Paige in a coma, and when she wakes up with severe memory loss, her husband Leo works to win her heart again.",https://m.media-amazon.com/images/M/MV5BMjE1OTU5MjU0N15BMl5BanBnXkFtZTcwMzI3OTU5Ng@@._V1_SX300.jpg,Birnbaum/Barber,PG-13,"[{'source': 'Internet Movie Database', 'value': '6.8/10'}, {'source': 'Rotten Tomatoes', 'value': '31%'}, {'source': 'Metacritic', 'value': '43/100'}]",10 Feb 2012,True,104 min,The Vow,,movie,N/A,"Abby Kohn (screenplay), Marc Silverstein (screenplay), Jason Katims (screenplay), Stuart Sender (story)",2012
264,"Virginia Leigh, Caleb Verzyden, David Amito, Shantelle Canzanese",N/A,N/A,Canada,Senthil Vinu,N/A,Drama,tt2388811,7.8,10,English,N/A,"This romantic drama tells the story of a young woman and man whose destinies collide, interweaving and connecting in ways neither could have imagined.",https://m.media-amazon.com/images/M/MV5BNTU0MDg4MWItZTNmZi00MGUzLWI2NmUtOGRlY2Q3ZDVlYzI0XkEyXkFqcGdeQXVyMjE2MDg1MDQ@._V1_SX300.jpg,N/A,N/A,"[{'source': 'Internet Movie Database', 'value': '7.8/10'}]",30 Mar 2012,True,88 min,Waiting for Summer,,movie,N/A,Senthil Vinu,2012
265,"Gene Hackman, Ray Romano, Marcia Gay Harden, Maura Tierney",N/A,N/A,"USA, Germany",Donald Petrie,N/A,"Comedy, Romance",tt0361925,5.2,"12,066",English,33,"A US president who has retired after two terms in office returns to his hometown of Mooseport, Maine and decides to run for Mayor against another local candidate.",https://m.media-amazon.com/images/M/MV5BMTk1NzI1NTczM15BMl5BanBnXkFtZTYwMTYwMTk2._V1_SX300.jpg,Mooseport Productions,PG-13,"[{'source': 'Internet Movie Database', 'value': '5.2/10'}, {'source': 'Rotten Tomatoes', 'value': '13%'}, {'source': 'Metacritic', 'value': '33/100'}]",20 Feb 2004,True,110 min,Welcome to Mooseport,,movie,N/A,"Doug Richardson (story), Tom Schulman (screenplay)",2004
266,"Kevin Bacon, Colin Firth, Alison Lohman, David Hayman",2 wins & 10 nominations.,N/A,"Canada, UK",Atom Egoyan,28 Aug 2007,"Crime, Drama, Mystery, Thriller",tt0373450,6.4,"16,937","English, Cantonese",47,"Karen O'Connor, a young journalist known for her celebrity profiles, is consumed with discovering the truth behind a long-buried incident that affected the lives and careers of showbiz team Vince Collins and Lanny Morris.",https://m.media-amazon.com/images/M/MV5BMTI2NzQ3ODc3OV5BMl5BanBnXkFtZTcwMjEzMTEzMQ@@._V1_SX300.jpg,N/A,R,"[{'source': 'Internet Movie Database', 'value': '6.4/10'}, {'source': 'Metacritic', 'value': '47/100'}]",07 Oct 2005,True,107 min,Where the Truth Lies,,movie,N/A,"Atom Egoyan (screenplay), Rupert Holmes (novel)",2005
